0;64746ad0f2b84ce2af1f1b627c735866;chapter;;;;Advanced Rails;/64746ad0f2b84ce2af1f1b627c735866;;
0;439befe5ead24c3fa1fa8ecf06fa39b8;sequential;;;;439befe5ead24c3fa1fa8ecf06fa39b8;/167965a7c2104e1fa3b399440abc763d/439befe5ead24c3fa1fa8ecf06fa39b8;;
0;3b3ce8ed591c444d8d584c984cb18b5f;vertical;;;;Lecture Video;/167965a7c2104e1fa3b399440abc763d/439befe5ead24c3fa1fa8ecf06fa39b8/3b3ce8ed591c444d8d584c984cb18b5f;;
0;465969a1a71c42178760a07a3b83e176;vertical;;;;Peer-Learning Question;/167965a7c2104e1fa3b399440abc763d/439befe5ead24c3fa1fa8ecf06fa39b8/465969a1a71c42178760a07a3b83e176;;
0;a5a213779ef14609b1f66bfb939d7b37;vertical;;;;Peer-Learning Question Video;/167965a7c2104e1fa3b399440abc763d/439befe5ead24c3fa1fa8ecf06fa39b8/a5a213779ef14609b1f66bfb939d7b37;;
0;c1746e93356d4d929377bd6acd3a1a47;sequential;;;;c1746e93356d4d929377bd6acd3a1a47;/167965a7c2104e1fa3b399440abc763d/c1746e93356d4d929377bd6acd3a1a47;;
0;e8839d729f0f4515b94b34f09406283b;vertical;;;;Lecture Video;/167965a7c2104e1fa3b399440abc763d/c1746e93356d4d929377bd6acd3a1a47/e8839d729f0f4515b94b34f09406283b;;
0;78ba692921c9465e919c8b85a7412c57;vertical;;;;Peer-Learning Question;/167965a7c2104e1fa3b399440abc763d/c1746e93356d4d929377bd6acd3a1a47/78ba692921c9465e919c8b85a7412c57;;
0;935d61fd9ed04fcf82bf316bc926d127;vertical;;;;Peer-Learning Question Video;/167965a7c2104e1fa3b399440abc763d/c1746e93356d4d929377bd6acd3a1a47/935d61fd9ed04fcf82bf316bc926d127;;
0;104501c0d4524785ad9ea1e47f4d1017;sequential;;;;104501c0d4524785ad9ea1e47f4d1017;/167965a7c2104e1fa3b399440abc763d/104501c0d4524785ad9ea1e47f4d1017;;
0;70871889ebd949a1825334065cb1d1b9;vertical;;;;Lecture Video;/167965a7c2104e1fa3b399440abc763d/104501c0d4524785ad9ea1e47f4d1017/70871889ebd949a1825334065cb1d1b9;;
0;86f406ccc6b842d8a4c3d04bded9cf47;vertical;;;;Peer-Learning Question;/167965a7c2104e1fa3b399440abc763d/104501c0d4524785ad9ea1e47f4d1017/86f406ccc6b842d8a4c3d04bded9cf47;;
0;2bfa1e6ae56a40eab39e50b9b2f6ed0b;vertical;;;;Peer-Learning Question Video;/167965a7c2104e1fa3b399440abc763d/104501c0d4524785ad9ea1e47f4d1017/2bfa1e6ae56a40eab39e50b9b2f6ed0b;;
0;1a45d849cc674854b208fac05247a2ac;sequential;;;;1a45d849cc674854b208fac05247a2ac;/167965a7c2104e1fa3b399440abc763d/1a45d849cc674854b208fac05247a2ac;;
0;a9c44daf884b4e7c8bbd4adebe75a5e9;vertical;;;;Lecture Video;/167965a7c2104e1fa3b399440abc763d/1a45d849cc674854b208fac05247a2ac/a9c44daf884b4e7c8bbd4adebe75a5e9;;
0;2f5f9b08c1eb486b8b1b33c3da027d48;vertical;;;;Peer-Learning Question;/167965a7c2104e1fa3b399440abc763d/1a45d849cc674854b208fac05247a2ac/2f5f9b08c1eb486b8b1b33c3da027d48;;
0;73e3fa64364c4a60913a9012591efe18;vertical;;;;Peer-Learning Question Video;/167965a7c2104e1fa3b399440abc763d/1a45d849cc674854b208fac05247a2ac/73e3fa64364c4a60913a9012591efe18;;
0;f0f696ec03eb42fbb7ab37c27f05241b;sequential;;;;f0f696ec03eb42fbb7ab37c27f05241b;/167965a7c2104e1fa3b399440abc763d/f0f696ec03eb42fbb7ab37c27f05241b;;
0;0fe00ee9b86349aa88a5b7997a100d20;vertical;;;;Lecture Video;/167965a7c2104e1fa3b399440abc763d/f0f696ec03eb42fbb7ab37c27f05241b/0fe00ee9b86349aa88a5b7997a100d20;;
0;c7e6488b90fe4afc8109697f4cee0cd7;vertical;;;;Peer-Learning Question;/167965a7c2104e1fa3b399440abc763d/f0f696ec03eb42fbb7ab37c27f05241b/c7e6488b90fe4afc8109697f4cee0cd7;;
0;e4cfe0f946774ff1817474acae3bb634;vertical;;;;Peer-Learning Question Video;/167965a7c2104e1fa3b399440abc763d/f0f696ec03eb42fbb7ab37c27f05241b/e4cfe0f946774ff1817474acae3bb634;;
0;780d21aa832e4adf84a42d5a3506732b;sequential;;;;780d21aa832e4adf84a42d5a3506732b;/167965a7c2104e1fa3b399440abc763d/780d21aa832e4adf84a42d5a3506732b;;
0;ebaf9858b8ce44b7bab0971cee9e23f7;vertical;;;;Lecture Video;/167965a7c2104e1fa3b399440abc763d/780d21aa832e4adf84a42d5a3506732b/ebaf9858b8ce44b7bab0971cee9e23f7;;
0;68d60571dc274266b831dcf0b27b3fc0;vertical;;;;Peer-Learning Question;/167965a7c2104e1fa3b399440abc763d/780d21aa832e4adf84a42d5a3506732b/68d60571dc274266b831dcf0b27b3fc0;;
0;00c8d3b629434973a48983eadce9f858;sequential;;;;00c8d3b629434973a48983eadce9f858;/167965a7c2104e1fa3b399440abc763d/00c8d3b629434973a48983eadce9f858;;
0;2c7a70b1282f4b48b24437e9d324357c;vertical;;;;Lecture Video;/167965a7c2104e1fa3b399440abc763d/00c8d3b629434973a48983eadce9f858/2c7a70b1282f4b48b24437e9d324357c;;
0;9d2363e470e84e2b85907bc4f107f21a;vertical;;;;Peer-Learning Question;/167965a7c2104e1fa3b399440abc763d/00c8d3b629434973a48983eadce9f858/9d2363e470e84e2b85907bc4f107f21a;;
0;a351851742824dc8a1b6e88f265d0f7a;vertical;;;;Peer-Learning Question Video;/167965a7c2104e1fa3b399440abc763d/00c8d3b629434973a48983eadce9f858/a351851742824dc8a1b6e88f265d0f7a;;
0;a5d4ab1739b74c059fa64ba702fe8cc2;sequential;;;;a5d4ab1739b74c059fa64ba702fe8cc2;/167965a7c2104e1fa3b399440abc763d/a5d4ab1739b74c059fa64ba702fe8cc2;;
0;048f6d43a3fd4e9c909b0d866223fedd;vertical;;;;Lecture Video;/167965a7c2104e1fa3b399440abc763d/a5d4ab1739b74c059fa64ba702fe8cc2/048f6d43a3fd4e9c909b0d866223fedd;;
0;9996e9aa19e14a36ba8ddbcc236245d4;vertical;;;;Peer-Learning Question;/167965a7c2104e1fa3b399440abc763d/a5d4ab1739b74c059fa64ba702fe8cc2/9996e9aa19e14a36ba8ddbcc236245d4;;
0;80ce579c8afe48eea6c9554b095e3880;vertical;;;;Peer-Learning Question Video;/167965a7c2104e1fa3b399440abc763d/a5d4ab1739b74c059fa64ba702fe8cc2/80ce579c8afe48eea6c9554b095e3880;;
0;9a653ee6f9534b6cbf9d8e44966634a1;sequential;;;;9a653ee6f9534b6cbf9d8e44966634a1;/167965a7c2104e1fa3b399440abc763d/9a653ee6f9534b6cbf9d8e44966634a1;;
0;bc2e7037176c4aa491a29c2a6edaee5e;vertical;;;;Armando's Computer History Minute;/167965a7c2104e1fa3b399440abc763d/9a653ee6f9534b6cbf9d8e44966634a1/bc2e7037176c4aa491a29c2a6edaee5e;;
0;5208a178b37d45fba5b592daa35f2c14;chapter;;;;Practical DevOps: Deployment, Upgrades, Performance, Security;/5208a178b37d45fba5b592daa35f2c14;;
0;2accd84dfedb49588d8b318fe1e76f17;sequential;;;;2accd84dfedb49588d8b318fe1e76f17;/5208a178b37d45fba5b592daa35f2c14/2accd84dfedb49588d8b318fe1e76f17;;
0;a021f367795247a4999d613f58657ffa;sequential;;;;a021f367795247a4999d613f58657ffa;/5208a178b37d45fba5b592daa35f2c14/a021f367795247a4999d613f58657ffa;;
0;d09dea8629fd446591296ce9b235e305;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/a021f367795247a4999d613f58657ffa/d09dea8629fd446591296ce9b235e305;;
0;cddd0ebec24f4270999cd1d0c65b5b34;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/a021f367795247a4999d613f58657ffa/cddd0ebec24f4270999cd1d0c65b5b34;;
0;8d600a31127d4cc19b87f3c44cba8171;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/a021f367795247a4999d613f58657ffa/8d600a31127d4cc19b87f3c44cba8171;;
0;423327adcbae4430b3581b97f092749c;sequential;;;;423327adcbae4430b3581b97f092749c;/5208a178b37d45fba5b592daa35f2c14/423327adcbae4430b3581b97f092749c;;
0;5e5aa8fd3d0647759afc4a52a2e76e6d;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/423327adcbae4430b3581b97f092749c/5e5aa8fd3d0647759afc4a52a2e76e6d;;
0;7d920666dfc6419b9de45be924b7b434;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/423327adcbae4430b3581b97f092749c/7d920666dfc6419b9de45be924b7b434;;
0;4a45e05f4c7a421ba68f85113f0ccaed;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/423327adcbae4430b3581b97f092749c/4a45e05f4c7a421ba68f85113f0ccaed;;
0;4f770b6229f0481280d7c8b562043556;sequential;;;;4f770b6229f0481280d7c8b562043556;/5208a178b37d45fba5b592daa35f2c14/4f770b6229f0481280d7c8b562043556;;
0;9155dfcaa2ca4f82b1545139c7395b2c;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/4f770b6229f0481280d7c8b562043556/9155dfcaa2ca4f82b1545139c7395b2c;;
0;f14e2459249e4cf3b43a96e1e3f643b8;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/4f770b6229f0481280d7c8b562043556/f14e2459249e4cf3b43a96e1e3f643b8;;
0;d05293e5e7464f1a86f0a39a3628e1b4;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/4f770b6229f0481280d7c8b562043556/d05293e5e7464f1a86f0a39a3628e1b4;;
0;54ac7a621d1e41c1829a007e7ccc75da;sequential;;;;54ac7a621d1e41c1829a007e7ccc75da;/5208a178b37d45fba5b592daa35f2c14/54ac7a621d1e41c1829a007e7ccc75da;;
0;64c3463042c5403e919487d4c20fbdad;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/54ac7a621d1e41c1829a007e7ccc75da/64c3463042c5403e919487d4c20fbdad;;
0;bc1c9651e72a428cb1e8834dc4817e9f;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/54ac7a621d1e41c1829a007e7ccc75da/bc1c9651e72a428cb1e8834dc4817e9f;;
0;c82f3df3ab3f4e81b0b711431dea3db3;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/54ac7a621d1e41c1829a007e7ccc75da/c82f3df3ab3f4e81b0b711431dea3db3;;
0;05a680079d5d41c1b1960f49fd160a31;sequential;;;;05a680079d5d41c1b1960f49fd160a31;/5208a178b37d45fba5b592daa35f2c14/05a680079d5d41c1b1960f49fd160a31;;
0;842488fd535a4a85927bf1bc5ed96db5;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/05a680079d5d41c1b1960f49fd160a31/842488fd535a4a85927bf1bc5ed96db5;;
0;e555be7f40e047f781ba2918a91d7247;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/05a680079d5d41c1b1960f49fd160a31/e555be7f40e047f781ba2918a91d7247;;
0;bae817521eab41888c8da0147b175503;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/05a680079d5d41c1b1960f49fd160a31/bae817521eab41888c8da0147b175503;;
0;7ddb0a08e85641c2b45da1dea7e3dfff;sequential;;;;7ddb0a08e85641c2b45da1dea7e3dfff;/5208a178b37d45fba5b592daa35f2c14/7ddb0a08e85641c2b45da1dea7e3dfff;;
0;88f72d1cbce64d57aee3c20683144bbd;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/7ddb0a08e85641c2b45da1dea7e3dfff/88f72d1cbce64d57aee3c20683144bbd;;
0;2264c5709fa24fe78b2f76d5b7fd4ac1;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/7ddb0a08e85641c2b45da1dea7e3dfff/2264c5709fa24fe78b2f76d5b7fd4ac1;;
0;ae405372768143faa27b8dac11ac1872;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/7ddb0a08e85641c2b45da1dea7e3dfff/ae405372768143faa27b8dac11ac1872;;
0;fcdd8b058f184a9db08967978511a44b;sequential;;;;fcdd8b058f184a9db08967978511a44b;/5208a178b37d45fba5b592daa35f2c14/fcdd8b058f184a9db08967978511a44b;;
0;8facf5aa31fb4803aac93cf0db86bf5e;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/fcdd8b058f184a9db08967978511a44b/8facf5aa31fb4803aac93cf0db86bf5e;;
0;d472552194514a5886226aaed7d1400b;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/fcdd8b058f184a9db08967978511a44b/d472552194514a5886226aaed7d1400b;;
0;24e06644077f40838a5d06132ba82828;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/fcdd8b058f184a9db08967978511a44b/24e06644077f40838a5d06132ba82828;;
0;72ea5c4cbed544f78f1d1e4bf45cde9c;sequential;;;;72ea5c4cbed544f78f1d1e4bf45cde9c;/5208a178b37d45fba5b592daa35f2c14/72ea5c4cbed544f78f1d1e4bf45cde9c;;
0;3feee80166da4db49932320de76ac1b2;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/72ea5c4cbed544f78f1d1e4bf45cde9c/3feee80166da4db49932320de76ac1b2;;
0;1c3e9fa0671b48078505bc6b1649e271;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/72ea5c4cbed544f78f1d1e4bf45cde9c/1c3e9fa0671b48078505bc6b1649e271;;
0;67d1887cea124b0799e89fbf6de5bb66;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/72ea5c4cbed544f78f1d1e4bf45cde9c/67d1887cea124b0799e89fbf6de5bb66;;
0;401174644c72474683411f9e3b7aa19f;sequential;;;;401174644c72474683411f9e3b7aa19f;/5208a178b37d45fba5b592daa35f2c14/401174644c72474683411f9e3b7aa19f;;
0;407a3535d2f74034970d4d57268421f5;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/401174644c72474683411f9e3b7aa19f/407a3535d2f74034970d4d57268421f5;;
0;29e1ab81ef2d4817b86e55a7c812488d;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/401174644c72474683411f9e3b7aa19f/29e1ab81ef2d4817b86e55a7c812488d;;
0;aecd4f282e104f40bd836e7ab99bd082;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/401174644c72474683411f9e3b7aa19f/aecd4f282e104f40bd836e7ab99bd082;;
0;e7878a99b7c0456ba0f7cf9bf5fb3dcc;sequential;;;;e7878a99b7c0456ba0f7cf9bf5fb3dcc;/5208a178b37d45fba5b592daa35f2c14/e7878a99b7c0456ba0f7cf9bf5fb3dcc;;
0;d0c74ba8dbc54f2f9140df073357b297;vertical;;;;Lecture Video;/5208a178b37d45fba5b592daa35f2c14/e7878a99b7c0456ba0f7cf9bf5fb3dcc/d0c74ba8dbc54f2f9140df073357b297;;
0;d96eca43c1d3413788f7ff7b5009bfc0;vertical;;;;Peer-Learning Question;/5208a178b37d45fba5b592daa35f2c14/e7878a99b7c0456ba0f7cf9bf5fb3dcc/d96eca43c1d3413788f7ff7b5009bfc0;;
0;84c04914b73f4f228e0932f32870b716;vertical;;;;Peer-Learning Question Video;/5208a178b37d45fba5b592daa35f2c14/e7878a99b7c0456ba0f7cf9bf5fb3dcc/84c04914b73f4f228e0932f32870b716;;
0;550f86dccc53435dadf9583ae873fce4;chapter;;;;Final Exam;/550f86dccc53435dadf9583ae873fce4;;
0;5272ae89bacb41088aefe55d1e7edb98;sequential;;;;5272ae89bacb41088aefe55d1e7edb98;/550f86dccc53435dadf9583ae873fce4/5272ae89bacb41088aefe55d1e7edb98;;
0;18872bac3b60453bae7c9e00f3660663;chapter;;;;Refactoring & Legacy;/18872bac3b60453bae7c9e00f3660663;;
0;ec766c87cbc7467b9a693078eb78d2c8;sequential;;;;ec766c87cbc7467b9a693078eb78d2c8;/18872bac3b60453bae7c9e00f3660663/ec766c87cbc7467b9a693078eb78d2c8;;
0;1e7dab092ab945b4a475f836ca189e7c;vertical;;;;Homework 5 Part 1: Refactoring & Legacy;/18872bac3b60453bae7c9e00f3660663/ec766c87cbc7467b9a693078eb78d2c8/1e7dab092ab945b4a475f836ca189e7c;;
0;8314b0d6edae49b6a4e55d72b521ab88;vertical;;;;Part 0: Getting Set UP;/18872bac3b60453bae7c9e00f3660663/ec766c87cbc7467b9a693078eb78d2c8/8314b0d6edae49b6a4e55d72b521ab88;;
0;a668ddf2494a4a8caa11b05eabafe4cb;vertical;;;;Part 1: Specify Features;/18872bac3b60453bae7c9e00f3660663/ec766c87cbc7467b9a693078eb78d2c8/a668ddf2494a4a8caa11b05eabafe4cb;;
0;8b5cd0acf4cf46db8db9913a84074902;vertical;;;;Part 2: Start driving changes through specs;/18872bac3b60453bae7c9e00f3660663/ec766c87cbc7467b9a693078eb78d2c8/8b5cd0acf4cf46db8db9913a84074902;;
0;f83eaa410d4b4b218351d4fc06f13d46;vertical;;;;Submission;/18872bac3b60453bae7c9e00f3660663/ec766c87cbc7467b9a693078eb78d2c8/f83eaa410d4b4b218351d4fc06f13d46;;
0;d6798f74bed740fa84dffae34ff77a42;sequential;;;;d6798f74bed740fa84dffae34ff77a42;/18872bac3b60453bae7c9e00f3660663/d6798f74bed740fa84dffae34ff77a42;;
0;e00cc97c51d546de86e28564e7d300ee;vertical;;;;Lecture Video;/18872bac3b60453bae7c9e00f3660663/d6798f74bed740fa84dffae34ff77a42/e00cc97c51d546de86e28564e7d300ee;;
0;bd1be04dc3024319b9a074a28e1db864;vertical;;;;Peer-Learning Question;/18872bac3b60453bae7c9e00f3660663/d6798f74bed740fa84dffae34ff77a42/bd1be04dc3024319b9a074a28e1db864;;
0;042c56612c60429eba5df47c9500edec;vertical;;;;Peer-Learning Question Video;/18872bac3b60453bae7c9e00f3660663/d6798f74bed740fa84dffae34ff77a42/042c56612c60429eba5df47c9500edec;;
0;fab7934032564e0097a7cf308251725f;sequential;;;;fab7934032564e0097a7cf308251725f;/18872bac3b60453bae7c9e00f3660663/fab7934032564e0097a7cf308251725f;;
0;b57e7ccefbb64b748c94e209a9a96d9b;vertical;;;;Lecture Video;/18872bac3b60453bae7c9e00f3660663/fab7934032564e0097a7cf308251725f/b57e7ccefbb64b748c94e209a9a96d9b;;
0;7eaa3a72a8384e40ba755f510a7aed49;vertical;;;;Peer-Learning Question;/18872bac3b60453bae7c9e00f3660663/fab7934032564e0097a7cf308251725f/7eaa3a72a8384e40ba755f510a7aed49;;
0;07729f53c1c84c7cb0c89f746d62fe23;vertical;;;;Peer-Learning Question Video;/18872bac3b60453bae7c9e00f3660663/fab7934032564e0097a7cf308251725f/07729f53c1c84c7cb0c89f746d62fe23;;
0;a77497d217674331a1072aa898afbe98;sequential;;;;a77497d217674331a1072aa898afbe98;/18872bac3b60453bae7c9e00f3660663/a77497d217674331a1072aa898afbe98;;
0;e9bd437a720e4132a1fc17dd7890360d;vertical;;;;Lecture Video;/18872bac3b60453bae7c9e00f3660663/a77497d217674331a1072aa898afbe98/e9bd437a720e4132a1fc17dd7890360d;;
0;5d4f5a46a6284aaeb0982dfdd5777658;vertical;;;;Peer-Learning Question;/18872bac3b60453bae7c9e00f3660663/a77497d217674331a1072aa898afbe98/5d4f5a46a6284aaeb0982dfdd5777658;;
0;acf5162900b54e7596901bd4388d57f0;vertical;;;;Peer-Learning Question Video ;/18872bac3b60453bae7c9e00f3660663/a77497d217674331a1072aa898afbe98/acf5162900b54e7596901bd4388d57f0;;
0;d93e0613535d4cd991a787aabe725b7a;sequential;;;;d93e0613535d4cd991a787aabe725b7a;/18872bac3b60453bae7c9e00f3660663/d93e0613535d4cd991a787aabe725b7a;;
0;15b2b432fc954a078c6da2d822e8b92a;vertical;;;;Lecture Video ;/18872bac3b60453bae7c9e00f3660663/d93e0613535d4cd991a787aabe725b7a/15b2b432fc954a078c6da2d822e8b92a;;
0;8abd831c3df44ae1af7c4321aa232a1b;vertical;;;;Peer-Learning Question;/18872bac3b60453bae7c9e00f3660663/d93e0613535d4cd991a787aabe725b7a/8abd831c3df44ae1af7c4321aa232a1b;;
0;ad2eb5fc6a974f19a22c0d84e5f5e7a7;vertical;;;;Peer Learning Question Video;/18872bac3b60453bae7c9e00f3660663/d93e0613535d4cd991a787aabe725b7a/ad2eb5fc6a974f19a22c0d84e5f5e7a7;;
0;4ec098b2404c4dc3a7aee5ffd45aa28f;sequential;;;;4ec098b2404c4dc3a7aee5ffd45aa28f;/18872bac3b60453bae7c9e00f3660663/4ec098b2404c4dc3a7aee5ffd45aa28f;;
0;2162a15c4c1e40268696b90293e658f4;vertical;;;;Lecture Video;/18872bac3b60453bae7c9e00f3660663/4ec098b2404c4dc3a7aee5ffd45aa28f/2162a15c4c1e40268696b90293e658f4;;
0;b3b4185d3fe5464bb9d1466c24bfb990;vertical;;;;Peer-Learning Question;/18872bac3b60453bae7c9e00f3660663/4ec098b2404c4dc3a7aee5ffd45aa28f/b3b4185d3fe5464bb9d1466c24bfb990;;
0;03e1a88971c14fbaaf3bb54efdcf77f5;vertical;;;;Peer-Learning Question Video;/18872bac3b60453bae7c9e00f3660663/4ec098b2404c4dc3a7aee5ffd45aa28f/03e1a88971c14fbaaf3bb54efdcf77f5;;
0;dde977553c564d708342b165da98765d;sequential;;;;dde977553c564d708342b165da98765d;/18872bac3b60453bae7c9e00f3660663/dde977553c564d708342b165da98765d;;
0;b015094b690e4ec8a2b77682a3081207;vertical;;;;Lecture Video;/18872bac3b60453bae7c9e00f3660663/dde977553c564d708342b165da98765d/b015094b690e4ec8a2b77682a3081207;;
0;a8cca6dcbdb04ee7b6e74264a01ddfc6;vertical;;;;Peer-Learning Question;/18872bac3b60453bae7c9e00f3660663/dde977553c564d708342b165da98765d/a8cca6dcbdb04ee7b6e74264a01ddfc6;;
0;1b8b5b44df0a4b3687f12f529141df37;vertical;;;;Peer-Learning Question Video;/18872bac3b60453bae7c9e00f3660663/dde977553c564d708342b165da98765d/1b8b5b44df0a4b3687f12f529141df37;;
0;c1dabc5ee2634fb08635dcd6daeb81ab;sequential;;;;c1dabc5ee2634fb08635dcd6daeb81ab;/18872bac3b60453bae7c9e00f3660663/c1dabc5ee2634fb08635dcd6daeb81ab;;
0;19b7d1680d1f49ec894accf0a49d98d8;vertical;;;;Fix the bug;/18872bac3b60453bae7c9e00f3660663/c1dabc5ee2634fb08635dcd6daeb81ab/19b7d1680d1f49ec894accf0a49d98d8;;
0;29f579ed508b47aabea59f9814584763;vertical;;;;Submission;/18872bac3b60453bae7c9e00f3660663/c1dabc5ee2634fb08635dcd6daeb81ab/29f579ed508b47aabea59f9814584763;;
